127.0.0.1 - - [13/Jan/2026:07:31:16 +0000] "GET /bienvenido-a-sanacin-alternativa HTTP/1.0" 404 207 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
127.0.0.1 - - [13/Jan/2026:07:38:06 +0000] "GET / HTTP/1.0" 302 199 "http://72.62.83.15:80/" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [13/Jan/2026:07:38:06 +0000] "GET /index HTTP/1.0" 200 10951 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [13/Jan/2026:07:39:58 +0000] "GET / HTTP/1.0" 302 199 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [13/Jan/2026:07:39:58 +0000] "GET /index HTTP/1.0" 200 10951 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [13/Jan/2026:07:56:08 +0000] "GET / HTTP/1.0" 302 199 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:07:56:17 +0000] "GET /index HTTP/1.0" 200 10951 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:07:56:19 +0000] "GET /favicon.ico HTTP/1.0" 404 207 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:08:12:59 +0000] "GET /robots.txt HTTP/1.0" 404 207 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
127.0.0.1 - - [13/Jan/2026:08:12:59 +0000] "GET /static/anuncios/imagen02.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:08:21:34 +0000] "GET / HTTP/1.0" 302 199 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:08:21:34 +0000] "GET /index HTTP/1.0" 200 10951 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:08:21:34 +0000] "GET /favicon.ico HTTP/1.0" 404 207 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [13/Jan/2026:10:43:59 +0000] "GET /static/anuncios/imagen05.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:12:19:01 +0000] "GET /static/anuncios/imagen08.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:12:34:00 +0000] "GET /static/anuncios/imagen06.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:12:50:01 +0000] "GET /static/anuncios/imagen04.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:13:06:01 +0000] "GET /static/anuncios/imagen03.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:13:22:01 +0000] "GET /static/anuncios/imagen01.jpg HTTP/1.0" 200 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:13:42:59 +0000] "GET /static/img/fondo03.jpg HTTP/1.0" 304 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:14:20:29 +0000] "GET /static/favicon.ico HTTP/1.0" 304 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:15:05:14 +0000] "GET /locales/locale.json?locale=../../../pterodactyl&namespace=config/database HTTP/1.0" 404 207 "https://72.62.83.15/locales/locale.json?locale=../../../pterodactyl&namespace=config/database" "Mozilla/5.0"
127.0.0.1 - - [13/Jan/2026:15:05:16 +0000] "GET /locales/locale.json?locale=../../../pterodactyl&namespace=config/database HTTP/1.0" 404 207 "http://72.62.83.15/locales/locale.json?locale=../../../pterodactyl&namespace=config/database" "Mozilla/5.0"
127.0.0.1 - - [13/Jan/2026:15:25:33 +0000] "GET /robots.txt HTTP/1.0" 404 207 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
127.0.0.1 - - [13/Jan/2026:15:29:01 +0000] "GET /static/anuncios/imagen07.jpg HTTP/1.0" 304 0 "-" "Googlebot-Image/1.0"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET / HTTP/1.0" 302 199 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET /index HTTP/1.0" 200 10951 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET /static/img/fondo03.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET /static/anuncios/imagen01.jpg HTTP/1.0" 200 0 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET /static/anuncios/imagen02.jpg HTTP/1.0" 200 0 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:55 +0000] "GET /static/anuncios/imagen03.jpg HTTP/1.0" 200 0 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:31:56 +0000] "GET /static/img/fondo01.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:08 +0000] "GET /login/sistema HTTP/1.0" 200 4493 "https://sanacionalternativa.com.mx/index" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:08 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/login/sistema" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:08 +0000] "GET /static/img/fondo04.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/login/sistema" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:12 +0000] "POST /auth/login HTTP/1.0" 200 65 "https://sanacionalternativa.com.mx/login/sistema" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:12 +0000] "GET /menu/terapeuta HTTP/1.0" 200 2630 "https://sanacionalternativa.com.mx/login/sistema" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:12 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/menu/terapeuta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:12 +0000] "GET /static/img/fondo04.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/menu/terapeuta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:14 +0000] "GET /frases HTTP/1.0" 200 4062 "https://sanacionalternativa.com.mx/menu/terapeuta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:14 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:14 +0000] "GET /static/img/fondo01.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:16 +0000] "GET /frases/editar?id=23 HTTP/1.0" 200 2977 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:16 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases/editar?id=23" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:32:16 +0000] "GET /static/img/fondo01.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases/editar?id=23" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:09 +0000] "POST /frases/actualizar HTTP/1.0" 500 265 "https://sanacionalternativa.com.mx/frases/editar?id=23" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:24 +0000] "GET /frases HTTP/1.0" 200 4062 "https://sanacionalternativa.com.mx/frases/editar?id=23" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:24 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:24 +0000] "GET /static/img/fondo01.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:30 +0000] "GET /frases/nueva HTTP/1.0" 200 393 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:33 +0000] "POST /frases/guardar HTTP/1.0" 500 265 "https://sanacionalternativa.com.mx/frases/nueva" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:51 +0000] "GET /frases HTTP/1.0" 200 4062 "https://sanacionalternativa.com.mx/frases/nueva" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:51 +0000] "GET /static/css/sanacion.css HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
127.0.0.1 - - [13/Jan/2026:15:33:51 +0000] "GET /static/img/fondo01.jpg HTTP/1.0" 304 0 "https://sanacionalternativa.com.mx/frases" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
